2.0577,0
2.043,0.02
2.043,0.04
2.0479,0.06
2.0577,0.08
2.043,0.1
2.0723,0.12
2.0528,0.14
2.0772,0.16
2.0577,0.18
2.3656,0.2
3.2258,0.22
3.9883,0.24
4.0274,0.26
3.3627,0.28
2.2532,0.3
2.1065,0.32
2.0821,0.34
2.0968,0.36
2.0919,0.38
2.0919,0.4
2.1505,0.42
3.915,0.44
4.4868,0.46
4.5601,0.48
4.5699,0.5
3.9883,0.52
2.175,0.54
2.0919,0.56
2.0723,0.58
2.0626,0.6
2.0723,0.62
2.0674,0.64
2.0723,0.66
2.0772,0.68
2.0772,0.7
2.0626,0.72
2.1896,0.74
3.6315,0.76
4.4135,0.78
4.4135,0.8
3.6852,0.82
2.2923,0.84
2.087,0.86
2.0626,0.88
2.0577,0.9
2.0674,0.92
2.0528,0.94
2.0626,0.96
2.0577,0.98
2.0577,1
2.0528,1.02
2.0674,1.04
2.0626,1.06
2.0528,1.08
2.0479,1.1
2.043,1.12
2.0528,1.14
2.0332,1.16
1.9062,1.18
1.6862,1.2
1.7546,1.22
1.9697,1.24
2.043,1.26
2.0577,1.28
2.0479,1.3
2.0674,1.32
2.0674,1.34
2.0626,1.36
2.043,1.38
2.0528,1.4
2.0528,1.42
2.0577,1.44
2.0577,1.46
2.0479,1.48
2.0381,1.5
2.0528,1.52
2.043,1.54
2.5318,1.56
4.4233,1.58
4.5846,1.6
4.4966,1.62
3.5973,1.64
2.2581,1.66
2.0772,1.68
2.0772,1.7
2.0772,1.72
2.0772,1.74
2.0626,1.76
2.043,1.78
2.434,1.8
4.3353,1.82
4.5455,1.84
4.609,1.86
4.6139,1.88
4.6383,1.9
4.3891,1.92
2.1554,1.94
2.0821,1.96
2.087,1.98
2.0821,2
2.0674,2.02
2.0821,2.04
2.0772,2.06
2.1261,2.08
4.3548,2.1
4.5846,2.12
4.5112,2.14
3.3529,2.16
2.1994,2.18
4.0127,2.2
2.2092,2.22
2.0577,2.24
2.0674,2.26
2.0577,2.28
2.0528,2.3
2.0479,2.32
2.0332,2.34
3.1867,2.36
4.1251,2.38
3.9834,2.4
3.8807,2.42
3.172,2.44
2.1554,2.46
2.1554,2.48
2.3167,2.5
2.5709,2.52
2.522,2.54
3.0499,2.56
3.3236,2.58
3.5533,2.6
1.7449,2.62
1.3294,2.64
4.0518,2.66
4.0714,2.68
3.6119,2.7
3.9198,2.72
3.6559,2.74
3.1525,2.76
2.9423,2.78
2.9326,2.8
3.1378,2.82
3.4506,2.84
3.1476,2.86
3.4702,2.88
3.4018,2.9
3.3089,2.92
2.9277,2.94
2.4682,2.96
2.2385,2.98
2.1848,3
2.175,3.02
1.911,3.04
1.9648,3.06
2.1163,3.08
2.2727,3.1
2.0723,3.12
1.696,3.14
2.131,3.16
2.3656,3.18
2.3558,3.2
2.2581,3.22
2.1017,3.24
2.087,3.26
2.0723,3.28
2.0919,3.3
2.0919,3.32
2.0723,3.34
2.0919,3.36
2.0772,3.38
2.087,3.4
2.0772,3.42
2.0821,3.44
2.0381,3.46
2.0137,3.48
3.4115,3.5
3.4848,3.52
3.6706,3.54
1.8671,3.56
1.6325,3.58
1.4614,3.6
1.4467,3.62
1.4614,3.64
1.5347,3.66
1.608,3.68
1.4858,3.7
1.5005,3.72
1.5298,3.74
1.4418,3.76
1.6178,3.78
1.4516,3.8
1.4663,3.82
1.5054,3.84
1.4418,3.86
1.7546,3.88
3.8221,3.9
3.6364,3.92
3.2991,3.94
3.001,3.96
2.7761,3.98
2.6979,4
2.5269,4.02
2.3412,4.04
2.2287,4.06
2.219,4.08
2.2239,4.1
2.2483,4.12
2.2581,4.14
2.2336,4.16
2.1652,4.18
2.1652,4.2
2.1994,4.22
2.1848,4.24
2.3851,4.26
1.9257,4.28
2.9619,4.3
1.9306,4.32
1.911,4.34
3.1867,4.36
3.216,4.38
3.1476,4.4
2.9814,4.42
2.8788,4.44
2.8397,4.46
2.913,4.48
2.9374,4.5
3.045,4.52
3.0205,4.54
3.0352,4.56
2.0577,4.58
1.8328,4.6
3.2649,4.62
3.2796,4.64
3.2747,4.66
3.2551,4.68
1.8182,4.7
1.9746,4.72
3.2649,4.74
3.2551,4.76
3.216,4.78
3.1329,4.8
3.1134,4.82
3.1672,4.84
3.3822,4.86
3.5337,4.88
3.5044,4.9
3.3724,4.92
2.7517,4.94
2.2825,4.96
2.0919,4.98
2.1017,5
2.1114,5.02
2.0821,5.04
2.0772,5.06
2.087,5.08
2.0772,5.1
2.0723,5.12
2.0723,5.14
2.0723,5.16
2.0723,5.18
2.0772,5.2
2.0723,5.22
2.087,5.24
2.0674,5.26
2.0723,5.28
2.0723,5.3
2.0772,5.32
2.0674,5.34
2.0577,5.36
2.0723,5.38
2.0772,5.4
2.0674,5.42
2.0626,5.44
2.0772,5.46
2.0674,5.48
2.0723,5.5
2.0772,5.52
2.087,5.54
2.0772,5.56
2.0626,5.58
2.0674,5.6
2.087,5.62
2.0772,5.64
2.0674,5.66
2.0772,5.68
2.0772,5.7
2.0772,5.72
2.0772,5.74
2.0674,5.76
2.0674,5.78
2.0626,5.8
2.0674,5.82
2.0723,5.84
2.0772,5.86
2.0723,5.88
2.0821,5.9
2.0674,5.92
2.0674,5.94
2.0723,5.96
2.0626,5.98
2.0577,6
2.0723,6.02
2.0723,6.04
2.0674,6.06
2.0674,6.08
2.0577,6.1
2.0723,6.12
2.0626,6.14
2.0137,6.16
1.8866,6.18
1.7155,6.2
1.5543,6.22
1.7449,6.24
1.9306,6.26
2.0332,6.28
2.0528,6.3
2.043,6.32
2.0381,6.34
2.043,6.36
2.0479,6.38
2.0577,6.4
2.0723,6.42
2.0577,6.44
2.0626,6.46
2.0332,6.48
1.9844,6.5
1.8719,6.52
1.8524,6.54
1.8377,6.56
1.7449,6.58
1.5445,6.6
1.129,6.62
1.0166,6.64
0.88954,6.66
0.83578,6.68
0.85533,6.7
0.89932,6.72
1.0117,6.74
1.1877,6.76
1.2023,6.78
1.7302,6.8
1.9159,6.82
1.999,6.84
2.0479,6.86
2.0528,6.88
2.0577,6.9
2.0626,6.92
2.0528,6.94
2.0772,6.96
2.0528,6.98
2.0626,7
2.0626,7.02
2.043,7.04
2.0577,7.06
2.0479,7.08
2.0528,7.1
2.0528,7.12
2.0479,7.14
2.0577,7.16
2.0479,7.18
2.0528,7.2
2.0528,7.22
2.0528,7.24
2.0626,7.26
2.0528,7.28
2.0674,7.3
2.0528,7.32
2.0528,7.34
2.0235,7.36
1.4418,7.38
1.2854,7.4
1.8035,7.42
1.955,7.44
2.043,7.46
2.0528,7.48
2.0528,7.5
2.0528,7.52
2.0528,7.54
2.043,7.56
2.0381,7.58
2.0479,7.6
2.0674,7.62
2.0528,7.64
2.0626,7.66
2.0479,7.68
2.0723,7.7
2.0577,7.72
2.0479,7.74
2.0479,7.76
2.0626,7.78
2.0626,7.8
2.0528,7.82
2.0528,7.84
2.0137,7.86
1.999,7.88
1.9697,7.9
1.955,7.92
1.8475,7.94
1.7742,7.96
1.6764,7.98
1.5152,8
1.4076,8.02
1.0264,8.04
0.76246,8.06
0.65982,8.08
1.2366,8.1
1.6325,8.12
1.9648,8.14
2.0381,8.16
2.0479,8.18
2.0479,8.2
2.0626,8.22
2.043,8.24
2.0674,8.26
2.0577,8.28
2.0577,8.3
2.0479,8.32
2.0137,8.34
1.9453,8.36
1.8915,8.38
1.8671,8.4
1.6471,8.42
1.9355,8.44
1.9892,8.46
2.0332,8.48
2.0528,8.5
2.0577,8.52
2.0772,8.54
2.0626,8.56
2.0479,8.58
2.0626,8.6
2.0479,8.62
2.043,8.64
2.0723,8.66
2.0674,8.68
2.0674,8.7
2.0479,8.72
2.0479,8.74
2.043,8.76
2.0674,8.78
2.0577,8.8
2.0577,8.82
2.0528,8.84
1.8964,8.86
1.7058,8.88
1.6178,8.9
1.5836,8.92
1.7889,8.94
1.9257,8.96
1.9697,8.98
1.955,9
1.9648,9.02
2.0137,9.04
2.043,9.06
2.043,9.08
2.043,9.1
2.0479,9.12
2.043,9.14
2.0528,9.16
2.0479,9.18
2.0626,9.2
2.0626,9.22
2.0674,9.24
2.0626,9.26
2.0577,9.28
2.0577,9.3
2.0479,9.32
2.0577,9.34
2.0674,9.36
2.0577,9.38
2.0577,9.4
2.0577,9.42
2.0528,9.44
2.0528,9.46
2.043,9.48
2.0479,9.5
2.043,9.52
2.0577,9.54
2.0528,9.56
2.0577,9.58
2.0528,9.6
2.0626,9.62
2.0577,9.64
2.0674,9.66
2.0577,9.68
2.0577,9.7
2.0577,9.72
2.0626,9.74
2.0528,9.76
2.0674,9.78
2.0626,9.8
2.0723,9.82
2.0626,9.84
2.0626,9.86
2.0577,9.88
2.0626,9.9
2.0674,9.92
2.0626,9.94
2.0626,9.96
0,9.98
2.3998,0
2.39,0.02
2.39,0.04
2.3949,0.06
2.3949,0.08
2.39,0.1
2.3998,0.12
2.39,0.14
2.3998,0.16
2.3949,0.18
2.3949,0.2
2.39,0.22
2.39,0.24
2.4047,0.26
2.5709,0.28
3.1623,0.3
3.3724,0.32
3.1476,0.34
2.6002,0.36
3.48,0.38
4.1593,0.4
4.1153,0.42
2.8935,0.44
2.4633,0.46
2.3998,0.48
2.4194,0.5
2.4145,0.52
2.3998,0.54
2.4047,0.56
2.3998,0.58
2.4047,0.6
2.4145,0.62
2.4096,0.64
3.2796,0.66
4.1349,0.68
4.4086,0.7
4.5161,0.72
4.4428,0.74
3.7634,0.76
2.7908,0.78
2.5073,0.8
2.4194,0.82
2.3998,0.84
2.39,0.86
2.39,0.88
2.39,0.9
2.39,0.92
2.39,0.94
2.39,0.96
2.3949,0.98
2.39,1
2.39,1.02
2.3949,1.04
2.3949,1.06
2.39,1.08
2.3998,1.1
2.2483,1.12
2.131,1.14
2.3754,1.16
2.3949,1.18
2.3851,1.2
2.3998,1.22
2.39,1.24
2.39,1.26
2.39,1.28
2.3851,1.3
2.3949,1.32
2.3949,1.34
2.3949,1.36
2.3998,1.38
2.3949,1.4
2.39,1.42
2.3949,1.44
2.3851,1.46
2.3705,1.48
2.39,1.5
2.3949,1.52
2.3949,1.54
2.3949,1.56
2.3998,1.58
2.3998,1.6
2.6197,1.62
3.563,1.64
3.8221,1.66
3.4555,1.68
3.1867,1.7
2.781,1.72
2.4145,1.74
2.3949,1.76
2.39,1.78
2.3998,1.8
2.3998,1.82
2.3998,1.84
2.4096,1.86
2.4242,1.88
2.4096,1.9
2.4047,1.92
2.3949,1.94
2.3949,1.96
2.4047,1.98
2.825,2
4.35,2.02
4.5406,2.04
4.565,2.06
4.5797,2.08
2.7175,2.1
2.4047,2.12
2.3949,2.14
2.4731,2.16
2.4047,2.18
2.4194,2.2
2.3998,2.22
2.39,2.24
2.39,2.26
2.39,2.28
2.3803,2.3
2.3754,2.32
2.3949,2.34
2.434,2.36
2.4242,2.38
2.4291,2.4
2.4194,2.42
2.4536,2.44
2.5171,2.46
2.4878,2.48
2.5269,2.5
2.0919,2.52
2.3754,2.54
2.5122,2.56
2.4878,2.58
2.4682,2.6
2.4145,2.62
2.4291,2.64
2.4291,2.66
2.434,2.68
2.3949,2.7
2.175,2.72
2.1701,2.74
2.6979,2.76
2.8446,2.78
2.7517,2.8
1.8915,2.82
2.3754,2.84
2.522,2.86
2.5367,2.88
2.5464,2.9
2.566,2.92
2.5855,2.94
2.5758,2.96
2.5709,2.98
2.5758,3
1.6667,3.02
2.7517,3.04
2.7322,3.06
2.3949,3.08
2.1603,3.1
2.3851,3.12
2.8006,3.14
2.7126,3.16
2.6002,3.18
2.4682,3.2
2.4194,3.22
2.4194,3.24
2.4194,3.26
2.4194,3.28
2.4194,3.3
2.4194,3.32
2.4145,3.34
2.4145,3.36
2.4194,3.38
2.4194,3.4
2.4145,3.42
2.4242,3.44
2.4194,3.46
2.4194,3.48
2.4194,3.5
2.4145,3.52
2.4047,3.54
2.4047,3.56
2.4047,3.58
2.4047,3.6
2.4145,3.62
2.4096,3.64
2.4096,3.66
2.4047,3.68
2.4096,3.7
2.4096,3.72
2.4096,3.74
2.4096,3.76
2.4047,3.78
2.4145,3.8
2.4096,3.82
2.4096,3.84
2.4145,3.86
2.4047,3.88
2.39,3.9
2.3509,3.92
2.087,3.94
1.9795,3.96
2.0332,3.98
1.7302,4
2.1994,4.02
2.6051,4.04
2.9668,4.06
3.0596,4.08
2.9814,4.1
2.8446,4.12
2.7028,4.14
2.6149,4.16
2.9717,4.18
2.9032,4.2
3.1378,4.22
3.0499,4.24
2.3851,4.26
2.5611,4.28
2.5122,4.3
2.4682,4.32
2.4096,4.34
2.3803,4.36
2.2532,4.38
1.9306,4.4
2.2141,4.42
2.3803,4.44
2.4976,4.46
2.5122,4.48
2.4536,4.5
2.263,4.52
2.0039,4.54
2.1799,4.56
2.3949,4.58
2.4878,4.6
2.4829,4.62
2.4829,4.64
2.4731,4.66
2.478,4.68
2.478,4.7
2.3998,4.72
2.346,4.74
1.8182,4.76
2.3118,4.78
2.4389,4.8
2.4633,4.82
2.4291,4.84
2.39,4.86
2.4047,4.88
2.3998,4.9
2.3949,4.92
2.3998,4.94
2.3949,4.96
2.4291,4.98
2.5415,5
2.6979,5.02
3.1476,5.04
3.5777,5.06
3.4555,5.08
2.869,5.1
2.3363,5.12
2.2776,5.14
2.2923,5.16
2.3265,5.18
2.3412,5.2
2.3412,5.22
2.3363,5.24
2.3412,5.26
2.346,5.28
2.3509,5.3
2.3412,5.32
2.3558,5.34
2.3363,5.36
2.3412,5.38
2.346,5.4
2.346,5.42
2.3363,5.44
2.346,5.46
2.3363,5.48
2.3509,5.5
2.3363,5.52
2.3412,5.54
2.346,5.56
2.3412,5.58
2.3412,5.6
2.3412,5.62
2.3412,5.64
2.3412,5.66
2.3509,5.68
2.3363,5.7
2.3412,5.72
2.346,5.74
2.3363,5.76
2.3363,5.78
2.3314,5.8
2.3265,5.82
2.3167,5.84
2.3118,5.86
2.3069,5.88
2.3118,5.9
2.3167,5.92
2.3167,5.94
2.3167,5.96
2.3216,5.98
2.3118,6
2.2972,6.02
1.9453,6.04
2.1701,6.06
2.1994,6.08
2.1457,6.1
2.2385,6.12
2.2678,6.14
2.2874,6.16
2.2874,6.18
2.2923,6.2
2.2874,6.22
2.2972,6.24
2.0479,6.26
2.0137,6.28
1.8524,6.3
1.2757,6.32
1.305,6.34
1.5152,6.36
1.8964,6.38
1.9795,6.4
2.043,6.42
2.1799,6.44
2.2776,6.46
2.2923,6.48
2.2972,6.5
2.2972,6.52
2.2972,6.54
2.3069,6.56
2.3069,6.58
2.3069,6.6
2.2972,6.62
2.3021,6.64
2.3069,6.66
2.3167,6.68
2.3069,6.7
2.3167,6.72
2.3021,6.74
2.3021,6.76
2.2972,6.78
2.263,6.8
2.175,6.82
2.1799,6.84
2.1896,6.86
1.9892,6.88
1.6031,6.9
2.1065,6.92
2.1896,6.94
2.2385,6.96
2.263,6.98
2.2874,7
2.2874,7.02
2.2923,7.04
2.2972,7.06
2.2434,7.08
2.2385,7.1
2.2776,7.12
2.2727,7.14
2.2825,7.16
2.2825,7.18
2.2874,7.2
2.2776,7.22
2.2923,7.24
2.2923,7.26
2.2581,7.28
2.2532,7.3
1.9404,7.32
1.564,7.34
2.2434,7.36
2.3167,7.38
2.3216,7.4
2.3167,7.42
2.3118,7.44
2.3069,7.46
2.1945,7.48
1.7595,7.5
1.4565,7.52
1.5934,7.54
2.0332,7.56
2.219,7.58
2.2972,7.6
2.3216,7.62
2.3167,7.64
2.3069,7.66
2.0968,7.68
2.1163,7.7
2.1799,7.72
2.1896,7.74
2.1945,7.76
2.2336,7.78
2.2776,7.8
2.2874,7.82
2.2874,7.84
2.2923,7.86
2.2972,7.88
2.3021,7.9
2.3021,7.92
2.3069,7.94
2.3167,7.96
2.3069,7.98
2.3167,8
2.3216,8.02
2.3069,8.04
2.3265,8.06
2.3216,8.08
2.3216,8.1
2.3118,8.12
2.2727,8.14
2.2336,8.16
2.1017,8.18
1.7253,8.2
1.5982,8.22
1.4858,8.24
1.7742,8.26
2.0821,8.28
2.1994,8.3
2.2874,8.32
2.3118,8.34
2.3216,8.36
2.3216,8.38
2.3265,8.4
2.3216,8.42
2.3216,8.44
2.3216,8.46
2.3021,8.48
2.2483,8.5
2.3216,8.52
2.3314,8.54
2.3314,8.56
2.3216,8.58
2.3314,8.6
2.3363,8.62
2.3314,8.64
2.3265,8.66
