------- Con k=1 ofv=13879.219640663188-------
-- Cluster 1 --
0.0, 1.4027, 1.0
0.02, 1.4125, 1.0
0.04, 1.4076, 1.0
0.06, 1.3881, 1.0
0.08, 1.3978, 1.0
0.1, 1.4174, 1.0
0.12, 1.4076, 1.0
0.14, 1.4418, 1.0
0.16, 2.9521, 1.0
0.18, 3.0743, 1.0
0.2, 2.8495, 1.0
0.22, 2.5318, 1.0
0.24, 2.0577, 1.0
0.26, 1.7986, 1.0
0.28, 2.1163, 1.0
0.3, 2.7908, 1.0
0.32, 3.4066, 1.0
0.34, 3.7683, 1.0
0.36, 4.0176, 1.0
0.38, 4.1593, 1.0
0.4, 4.1056, 1.0
0.42, 4.1935, 1.0
0.44, 4.1447, 1.0
0.46, 4.0127, 1.0
0.48, 3.7586, 1.0
0.5, 3.6706, 1.0
0.52, 3.5533, 1.0
0.54, 3.6706, 1.0
0.56, 3.9541, 1.0
0.58, 3.5386, 1.0
0.6, 3.4946, 1.0
0.62, 3.9492, 1.0
0.64, 3.7097, 1.0
0.66, 3.9052, 1.0
0.68, 4.5357, 1.0
0.7, 3.6657, 1.0
0.72, 3.4751, 1.0
0.74, 3.7048, 1.0
0.76, 4.0176, 1.0
0.78, 3.9443, 1.0
0.8, 2.4829, 1.0
0.82, 1.5298, 1.0
0.84, 1.5249, 1.0
0.86, 1.5005, 1.0
0.88, 1.4858, 1.0
0.9, 1.4076, 1.0
0.92, 1.6569, 1.0
0.94, 1.8671, 1.0
0.96, 1.4467, 1.0
0.98, 1.4809, 1.0
1.0, 1.4858, 1.0
1.02, 1.4565, 1.0
1.04, 1.437, 1.0
1.06, 1.4418, 1.0
1.08, 1.437, 1.0
1.1, 1.4663, 1.0
1.12, 1.4614, 1.0
1.14, 1.4467, 1.0
1.16, 1.4418, 1.0
1.18, 1.4418, 1.0
1.2, 1.4467, 1.0
1.22, 1.437, 1.0
1.24, 1.4516, 1.0
1.26, 1.4418, 1.0
1.28, 1.4467, 1.0
1.3, 1.4467, 1.0
1.32, 1.4516, 1.0
1.34, 1.4565, 1.0
1.36, 1.437, 1.0
1.38, 1.4663, 1.0
1.4, 1.4418, 1.0
1.42, 1.4418, 1.0
1.44, 1.4565, 1.0
1.46, 1.4614, 1.0
1.48, 1.4418, 1.0
1.5, 1.4321, 1.0
1.52, 1.4321, 1.0
1.54, 1.4467, 1.0
1.56, 1.4516, 1.0
1.58, 1.4565, 1.0
1.6, 1.4321, 1.0
1.62, 1.4516, 1.0
1.64, 1.4272, 1.0
1.66, 1.4467, 1.0
1.68, 1.4321, 1.0
1.7, 1.4223, 1.0
1.72, 1.4467, 1.0
1.74, 1.437, 1.0
1.76, 1.4516, 1.0
1.78, 1.4663, 1.0
1.8, 1.4907, 1.0
1.82, 1.4907, 1.0
1.84, 1.4858, 1.0
1.86, 1.4956, 1.0
1.88, 1.5103, 1.0
1.9, 1.5005, 1.0
1.92, 1.5396, 1.0
1.94, 1.437, 1.0
1.96, 1.4467, 1.0
1.98, 1.4321, 1.0
2.0, 1.4125, 1.0
2.02, 1.4027, 1.0
2.04, 1.3734, 1.0
2.06, 1.3587, 1.0
2.08, 1.3441, 1.0
2.1, 1.4663, 1.0
2.12, 1.9208, 1.0
2.14, 3.6559, 1.0
2.16, 4.6139, 1.0
2.18, 4.6676, 1.0
2.2, 3.695, 1.0
2.22, 3.6657, 1.0
2.24, 3.4115, 1.0
2.26, 2.3363, 1.0
2.28, 1.6276, 1.0
2.3, 1.5738, 1.0
2.32, 1.564, 1.0
2.34, 1.5543, 1.0
2.36, 1.5445, 1.0
2.38, 1.5543, 1.0
2.4, 1.564, 1.0
2.42, 1.5543, 1.0
2.44, 1.5347, 1.0
2.46, 1.5494, 1.0
2.48, 1.5445, 1.0
2.5, 1.5591, 1.0
2.52, 1.564, 1.0
2.54, 1.5347, 1.0
2.56, 1.564, 1.0
2.58, 1.5396, 1.0
2.6, 1.5591, 1.0
2.62, 1.5445, 1.0
2.64, 1.5445, 1.0
2.66, 1.5591, 1.0
2.68, 1.5738, 1.0
2.7, 1.5543, 1.0
2.72, 1.5591, 1.0
2.74, 1.5494, 1.0
2.76, 1.5445, 1.0
2.78, 1.564, 1.0
2.8, 1.5738, 1.0
2.82, 1.564, 1.0
2.84, 1.5494, 1.0
2.86, 1.5836, 1.0
2.88, 1.5738, 1.0
2.9, 1.5543, 1.0
2.92, 2.0723, 1.0
2.94, 4.4379, 1.0
2.96, 4.6383, 1.0
2.98, 4.6041, 1.0
3.0, 4.7165, 1.0
3.02, 4.3744, 1.0
3.04, 2.7224, 1.0
3.06, 1.5445, 1.0
3.08, 1.3099, 1.0
3.1, 1.3196, 1.0
3.12, 1.4467, 1.0
3.14, 1.4858, 1.0
3.16, 3.3675, 1.0
3.18, 4.4135, 1.0
3.2, 4.6725, 1.0
3.22, 3.9296, 1.0
3.24, 4.2375, 1.0
3.26, 1.9892, 1.0
3.28, 1.5249, 1.0
3.3, 1.4076, 1.0
3.32, 1.2757, 1.0
3.34, 1.4125, 1.0
3.36, 2.0088, 1.0
3.38, 2.5904, 1.0
3.4, 2.39, 1.0
3.42, 3.5044, 1.0
3.44, 3.8416, 1.0
3.46, 3.348, 1.0
3.48, 2.6442, 1.0
3.5, 1.5885, 1.0
3.52, 1.5543, 1.0
3.54, 1.5445, 1.0
3.56, 1.5249, 1.0
3.58, 1.52, 1.0
3.6, 1.5103, 1.0
3.62, 1.5347, 1.0
3.64, 1.5152, 1.0
3.66, 1.5152, 1.0
3.68, 1.5054, 1.0
3.7, 1.52, 1.0
3.72, 1.5249, 1.0
3.74, 1.52, 1.0
3.76, 1.5298, 1.0
3.78, 1.52, 1.0
3.8, 1.5249, 1.0
3.82, 1.5298, 1.0
3.84, 1.5347, 1.0
3.86, 1.4907, 1.0
3.88, 1.5445, 1.0
3.9, 1.5543, 1.0
3.92, 1.5543, 1.0
3.94, 1.5445, 1.0
3.96, 1.5543, 1.0
3.98, 0.0, 1.0
0.0, 2.1359, 2.0
0.02, 2.1261, 2.0
0.04, 2.131, 2.0
0.06, 2.131, 2.0
0.08, 2.131, 2.0
0.1, 2.1505, 2.0
0.12, 2.1261, 2.0
0.14, 2.1261, 2.0
0.16, 3.3138, 2.0
0.18, 3.1818, 2.0
0.2, 3.1965, 2.0
0.22, 3.0596, 2.0
0.24, 2.5513, 2.0
0.26, 2.2776, 2.0
0.28, 2.2336, 2.0
0.3, 2.1799, 2.0
0.32, 2.1408, 2.0
0.34, 2.1554, 2.0
0.36, 2.1359, 2.0
0.38, 2.1359, 2.0
0.4, 2.1359, 2.0
0.42, 2.1505, 2.0
0.44, 2.1505, 2.0
0.46, 2.1408, 2.0
0.48, 2.1554, 2.0
0.5, 2.1554, 2.0
0.52, 2.1359, 2.0
0.54, 2.1505, 2.0
0.56, 2.1505, 2.0
0.58, 2.1359, 2.0
